סמל רשות,מספר סידורי,שם רשות מקומית,שטח שיפוט (דונם),שטח תפוס על ידי לוחות סולאריים (דונם),מספר מבנים,שטח גגות כולל (דונם),שטח פוטנציאל שנמצא מתאים לסולארי (דונם),שטח לא פנוי (דונם),הספק מותקן מוערך קיים (MW),אחוז מימוש,הספק פוטנציאל מוערך (MW),סיווג שימוש,הערות
485,239,ג'וליס,3998.4,0.9,1,0.2,0.1,0,0.1,89.4,0,תחבורה,"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,0,1,0.2,0.1,0,0,0,0,שירותי דת,"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,0,1,0.4,0.2,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,0.1,4,1.1,0.4,0,0,24.1,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,1.6,19,8.8,3.4,0.9,0.2,31.5,0.5,רשות מקומית,usg code is main usage
485,239,ג'וליס,3998.4,1.2,18,7.6,2.7,0.9,0.2,31.8,0.4,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,0.3,1,1.2,0.7,0,0,30.5,0.1,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,13.1,1226,277.8,106.8,5.7,1.9,10.9,15.3,מגורים,usg code is main usage
485,239,ג'וליס,3998.4,10.9,1106,246.1,95.2,4.9,1.6,10.3,13.6,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,2.1,118,30.8,11.1,0.8,0.3,16.1,1.6,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,0,2,0.9,0.5,0,0,0,0.1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
485,239,ג'וליס,3998.4,4.9,14,14.9,5.2,4.5,0.7,49,0.7,תעשייה,usg code is main usage
485,239,ג'וליס,3998.4,0,1,0.2,0.1,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
485,239,ג'וליס,3998.4,7.4,53,41.3,17.7,8.3,1.1,29.6,2.5,"מסחר, משרדים ותיירות",usg code is main usage
485,239,ג'וליס,3998.4,0,4,0.8,0.4,0,0,0,0.1,חקלאות,usg code is main usage
485,239,ג'וליס,3998.4,0.7,49,10.6,4.5,0.2,0.1,13,0.6,אחר,usg code is main usage
4203,240,מסעדה,12011.4,0,7,2.9,1.8,0,0,0,0.3,ציבורי,usg code is main usage
4203,240,מסעדה,12011.4,0,0,0,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,1,0.4,0.2,0,0,0,0,תחבורה,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,1,1.5,1.1,0,0,0,0.2,שירותי דת,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,1,0.1,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,4,1,0.5,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,29,14.7,8.9,0,0,0.5,1.3,רשות מקומית,usg code is main usage
4203,240,מסעדה,12011.4,0,19,10.2,6.1,0,0,0.7,0.9,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,10,4.4,2.8,0,0,0,0.4,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0.1,715,168.1,79.3,0.1,0,0.2,11.3,מגורים,usg code is main usage
4203,240,מסעדה,12011.4,0.1,229,50.6,23.7,0.1,0,0.2,3.4,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0.1,194,46.5,21,0,0,0.4,3,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,6,1.7,0.7,0,0,0,0.1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,286,69.3,33.8,0,0,0,4.8,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
4203,240,מסעדה,12011.4,0,1,1.2,0.8,0,0,0,0.1,תעשייה,usg code is main usage
4203,240,מסעדה,12011.4,0,1,0.1,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
4203,240,מסעדה,12011.4,4.6,11,8.9,2.2,4.6,0.7,67.3,0.3,"מסחר, משרדים ותיירות",usg code is main usage
4203,240,מסעדה,12011.4,0,2,0.4,0.2,0,0,0,0,חקלאות,usg code is main usage
4203,240,מסעדה,12011.4,0,18,7.5,4.5,0,0,1,0.6,אחר,usg code is main usage
516,241,מג'ד אל כרום,9306.8,0.3,27,11.1,4.3,0.3,0,6.5,0.6,ציבורי,usg code is main usage
516,241,מג'ד אל כרום,9306.8,0,0,0,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0.3,9,2.1,0.9,0.2,0,24.3,0.1,תחבורה,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0,4,3.7,1.3,0,0,0,0.2,שירותי דת,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0,1,0.6,0.1,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0,13,4.7,1.9,0.1,0,0,0.3,רפואה,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,2.4,87,33.4,15.1,1.1,0.3,13.8,2.2,רשות מקומית,usg code is main usage
516,241,מג'ד אל כרום,9306.8,1.8,84,32.4,14.8,1.1,0.3,10.8,2.1,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0.6,3,1,0.3,0,0.1,68.3,0,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,1.9,1855,445.1,166.9,8.7,0.3,1.1,23.8,מגורים,usg code is main usage
516,241,מג'ד אל כרום,9306.8,1.7,1643,389.5,148.7,7,0.2,1.1,21.2,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0.2,204,53.3,17.5,1.5,0,1,2.5,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0,8,2.3,0.7,0.1,0,0,0.1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
516,241,מג'ד אל כרום,9306.8,0,1,1.2,0.5,0,0,0,0.1,תעשייה,usg code is main usage
516,241,מג'ד אל כרום,9306.8,0,0,0,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
516,241,מג'ד אל כרום,9306.8,0.8,37,17,8.8,0.4,0.1,8.6,1.3,"מסחר, משרדים ותיירות",usg code is main usage
516,241,מג'ד אל כרום,9306.8,0,0,0,0,0,0,0,0,חקלאות,usg code is main usage
516,241,מג'ד אל כרום,9306.8,0.1,70,15.3,6,0.2,0,1.3,0.9,אחר,usg code is main usage
5520,242,דרום השרון,95566.3,1.9,113,44,21.9,0.3,0.3,7.9,3.1,ציבורי,usg code is main usage
5520,242,דרום השרון,95566.3,0,7,1.9,1,0,0,0,0.1,ממשלתי,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,0.3,7,3,1.7,0,0,16.7,0.2,תחבורה,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,1.4,69,33.8,17.2,0.2,0.2,7.6,2.5,אקדמיה,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,0.1,19,3.5,1.4,0.1,0,7,0.2,שירותי דת,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,0,10,1.6,0.5,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,13.9,363,103.8,43.3,8.4,2,24.3,6.2,רשות מקומית,usg code is main usage
5520,242,דרום השרון,95566.3,10.3,232,63.3,23.9,7.8,1.5,30.1,3.4,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,3.6,126,37.4,17.3,0.6,0.5,17.2,2.5,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,72.3,6748,1719,746.3,46.2,10.3,8.8,106.6,מגורים,usg code is main usage
5520,242,דרום השרון,95566.3,71.1,6587,1624.6,715.4,41.4,10.2,9,102.2,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,1.2,67,36.2,17.9,0.7,0.2,6.3,2.6,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,0,56,29.2,6.4,1.7,0,0,0.9,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,0,38,29,6.6,2.4,0,0,0.9,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
5520,242,דרום השרון,95566.3,14.1,126,133.3,79.9,12,2,15,11.4,תעשייה,usg code is main usage
5520,242,דרום השרון,95566.3,0,11,1.8,1,0,0,0,0.1,תשתיות ומתקנים הנדסיים,usg code is main usage
5520,242,דרום השרון,95566.3,0.5,62,31.4,17.9,0.4,0.1,2.7,2.6,"מסחר, משרדים ותיירות",usg code is main usage
5520,242,דרום השרון,95566.3,54,315,234.6,102.2,43.9,7.7,34.6,14.6,חקלאות,usg code is main usage
5520,242,דרום השרון,95566.3,0,40,14.6,9,0,0,0,1.3,אחר,usg code is main usage
171,243,פרדסיה,1473.8,0,9,2,0.8,0,0,0,0.1,ציבורי,usg code is main usage
171,243,פרדסיה,1473.8,0,0,0,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,0,0,0,0,0,0,0,תחבורה,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,8,1.9,0.8,0,0,0,0.1,שירותי דת,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,1,0.1,0,0,0,0,0,רפואה,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,3.8,41,23.1,7.8,3.3,0.5,32.8,1.1,רשות מקומית,usg code is main usage
171,243,פרדסיה,1473.8,3,27,17.3,5.7,2.8,0.4,34.6,0.8,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0.8,13,5.7,2.1,0.5,0.1,27.8,0.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,2.7,642,150.3,53,6,0.4,4.8,7.6,מגורים,usg code is main usage
171,243,פרדסיה,1473.8,2.3,608,134.5,49.4,4.9,0.3,4.4,7.1,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0.4,28,12.3,2.5,0.8,0.1,13.2,0.4,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,6,3.5,1.2,0.3,0,0,0.2,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
171,243,פרדסיה,1473.8,0,0,0,0,0,0,0,0,תעשייה,usg code is main usage
171,243,פרדסיה,1473.8,0,7,1.3,0.7,0,0,1,0.1,תשתיות ומתקנים הנדסיים,usg code is main usage
171,243,פרדסיה,1473.8,0,3,4.6,1.6,0,0,0,0.2,"מסחר, משרדים ותיירות",usg code is main usage
171,243,פרדסיה,1473.8,0.8,208,47.2,20.5,1.8,0.1,3.8,2.9,חקלאות,usg code is main usage
171,243,פרדסיה,1473.8,0,4,1.8,1.2,0,0,0,0.2,אחר,usg code is main usage
5503,244,הגליל התחתון,192332.4,0.5,32,8.6,4.1,0.3,0.1,11.7,0.6,ציבורי,usg code is main usage
5503,244,הגליל התחתון,192332.4,0,1,0.1,0.1,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,0,1,0.2,0.1,0,0,0,0,תחבורה,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,0.5,16,5.8,2.9,0.3,0.1,16,0.4,שירותי דת,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,0,1,0.3,0.2,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,0,10,1.7,0.7,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,9.6,243,84.5,37.4,5.5,1.4,20.4,5.3,רשות מקומית,usg code is main usage
5503,244,הגליל התחתון,192332.4,6.3,191,64.6,29.1,3.7,0.9,17.8,4.2,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,3.3,52,19.9,8.3,1.8,0.5,28.2,1.2,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,87.5,2961,839.8,365.5,51.6,12.5,19.3,52.2,מגורים,usg code is main usage
5503,244,הגליל התחתון,192332.4,83.8,2940,818.1,358.2,47.9,12,19,51.2,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,3.7,15,19.2,5.9,3.7,0.5,38.3,0.8,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,0,2,1,0.6,0,0,0,0.1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,0,4,1.6,0.8,0,0,0,0.1,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
5503,244,הגליל התחתון,192332.4,60.2,138,239.4,122.9,46,8.6,32.9,17.6,תעשייה,usg code is main usage
5503,244,הגליל התחתון,192332.4,0,2,0.3,0.2,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
5503,244,הגליל התחתון,192332.4,5.2,77,38.7,17.8,3.4,0.7,22.7,2.5,"מסחר, משרדים ותיירות",usg code is main usage
5503,244,הגליל התחתון,192332.4,118.9,335,466.5,179.9,112.1,17,39.8,25.7,חקלאות,usg code is main usage
5503,244,הגליל התחתון,192332.4,0.7,33,19.5,11.4,0.7,0.1,6.1,1.6,אחר,usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0,11,3.6,1.8,0,0,0,0.3,ציבורי,usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0,0,0,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,0,0,0,0,0,0,0,תחבורה,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,4,1.7,0.9,0,0,0,0.1,שירותי דת,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,5,1.5,0.7,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,34,14.8,7.8,0,0,0,1.1,רשות מקומית,usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0,30,13.4,7.1,0,0,0,1,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,4,1.4,0.7,0,0,0,0.1,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0.5,998,224.4,95,0.2,0.1,0.5,13.6,מגורים,usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0.3,873,190.9,81.8,0.2,0,0.4,11.7,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0.1,121,32.3,12.6,0,0,1.1,1.8,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,3,1.1,0.5,0,0,0,0.1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,1,0.1,0.1,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
978,245,כעביה - טבאש - חג'אג'רה,1915,0,0,0,0,0,0,0,0,תעשייה,usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0,0,0,0,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0,10,3.1,1.5,0,0,0,0.2,"מסחר, משרדים ותיירות",usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0,2,0.3,0.1,0,0,0,0,חקלאות,usg code is main usage
978,245,כעביה - טבאש - חג'אג'רה,1915,0,10,1.4,0.5,0,0,3.4,0.1,אחר,usg code is main usage
2800,246,קרית שמונה,14382.7,0.4,79,43.6,26.2,0.3,0.1,1.6,3.7,ציבורי,usg code is main usage
2800,246,קרית שמונה,14382.7,0,1,0.3,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0.2,14,17.1,13.3,0,0,1.2,1.9,תחבורה,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0.3,2,1.2,0.3,0.3,0,44.6,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0,40,13.1,6.6,0,0,0,0.9,שירותי דת,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0,6,4.7,2.2,0,0,0,0.3,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0,12,5.8,3.1,0,0,0,0.4,רפואה,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,4.1,202,106.9,54.5,3.1,0.6,7.1,7.8,רשות מקומית,usg code is main usage
2800,246,קרית שמונה,14382.7,3,140,67.7,32,2.3,0.4,8.7,4.6,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,1.1,56,37.6,22,0.8,0.2,4.8,3.1,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,5.6,1894,563.8,230.2,4.5,0.8,2.4,32.9,מגורים,usg code is main usage
2800,246,קרית שמונה,14382.7,4.8,1460,407.4,166.7,2.9,0.7,2.8,23.8,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0.8,246,96.6,36.5,0.7,0.1,2.2,5.2,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0,60,26,11.1,0.3,0,0,1.6,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,0,128,33.7,15.9,0.6,0,0,2.3,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
2800,246,קרית שמונה,14382.7,33.3,85,152.7,80.2,24.5,4.8,29.4,11.5,תעשייה,usg code is main usage
2800,246,קרית שמונה,14382.7,0,10,2.2,1,0,0,0,0.1,תשתיות ומתקנים הנדסיים,usg code is main usage
2800,246,קרית שמונה,14382.7,18.1,125,120.8,65.1,13.2,2.6,21.7,9.3,"מסחר, משרדים ותיירות",usg code is main usage
2800,246,קרית שמונה,14382.7,0,1,0.4,0.3,0,0,0,0,חקלאות,usg code is main usage
2800,246,קרית שמונה,14382.7,0.3,72,18.4,6.7,0.3,0,5,1,אחר,usg code is main usage
6500,247,חדרה,56275.4,2.9,237,136.6,71.1,3,0.4,3.9,10.2,ציבורי,usg code is main usage
6500,247,חדרה,56275.4,1.9,43,17.8,8.3,1.3,0.3,18.3,1.2,ממשלתי,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0.3,31,15.2,9.2,0,0,3,1.3,תחבורה,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0.1,1,0.5,0.1,0.1,0,50.4,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0,90,26.1,12.8,0.2,0,0,1.8,שירותי דת,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0.6,7,5.5,2.5,0.5,0.1,18.9,0.4,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0,51,48.9,25.7,0.5,0,0,3.7,רפואה,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,10.3,545,235,111.2,9.4,1.5,8.5,15.9,רשות מקומית,usg code is main usage
6500,247,חדרה,56275.4,7.4,448,180.7,85.2,6.6,1.1,8,12.2,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,2.9,90,53.3,25.5,2.8,0.4,10.1,3.6,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,18,7292,1907.3,720.4,65.9,2.6,2.4,102.9,מגורים,usg code is main usage
6500,247,חדרה,56275.4,17.9,6666,1613.4,650,42.5,2.6,2.7,92.9,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0.2,300,121.3,37.4,7.9,0,0.4,5.3,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0,156,77.9,16.1,6.4,0,0,2.3,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,0,170,94.7,16.9,9.1,0,0,2.4,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
6500,247,חדרה,56275.4,10.5,145,287.1,201.7,8.4,1.5,4.9,28.8,תעשייה,usg code is main usage
6500,247,חדרה,56275.4,0,31,8.7,4.2,0,0,0.6,0.6,תשתיות ומתקנים הנדסיים,usg code is main usage
6500,247,חדרה,56275.4,24.7,469,303.6,119,26.8,3.5,17.2,17,"מסחר, משרדים ותיירות",usg code is main usage
6500,247,חדרה,56275.4,0,20,8.8,4.3,0,0,0,0.6,חקלאות,usg code is main usage
6500,247,חדרה,56275.4,1.5,167,46.7,16.1,2.2,0.2,8.6,2.3,אחר,usg code is main usage
5526,248,מטה יהודה,476884.4,6.1,260,89.2,42.4,2.4,0.9,12.5,6.1,ציבורי,usg code is main usage
5526,248,מטה יהודה,476884.4,0.1,31,14.1,6.5,0.1,0,2.2,0.9,ממשלתי,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,0.5,17,6.9,4.5,0,0.1,10.7,0.6,תחבורה,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,1.6,55,15.3,7.3,0.4,0.2,18.4,1,שירותי דת,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,0,1,0.1,0.1,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,0.5,46,16,7.5,0.1,0.1,6.3,1.1,רפואה,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,20.9,479,151.2,61.1,12.9,3,25.5,8.7,רשות מקומית,usg code is main usage
5526,248,מטה יהודה,476884.4,13.3,338,93.9,36.6,7.8,1.9,26.7,5.2,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,7.2,133,54.4,23.3,4.8,1,23.6,3.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,166.4,9440,2181.2,912.3,52.2,23.8,15.4,130.3,מגורים,usg code is main usage
5526,248,מטה יהודה,476884.4,165.4,9061,2078.7,876.9,50.6,23.6,15.9,125.3,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,1,351,89.3,31.8,1.1,0.1,3.1,4.6,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,0,28,13.1,3.5,0.5,0,0,0.5,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
5526,248,מטה יהודה,476884.4,56.3,146,245.3,119.7,53.7,8,32,17.1,תעשייה,usg code is main usage
5526,248,מטה יהודה,476884.4,0,12,3.7,1.8,0,0,0,0.3,תשתיות ומתקנים הנדסיים,usg code is main usage
5526,248,מטה יהודה,476884.4,6.7,238,159.7,80.1,3.7,1,7.7,11.4,"מסחר, משרדים ותיירות",usg code is main usage
5526,248,מטה יהודה,476884.4,111.2,828,392,174.3,55.4,15.9,38.9,24.9,חקלאות,usg code is main usage
5526,248,מטה יהודה,476884.4,2.1,115,38.5,21,0.4,0.3,9.2,3,אחר,usg code is main usage
